code,l1,l2,desc,l1_desc,l2_desc
81P05,81,81Pxx,General and philosophical questions in quantum theory,Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P10,81,81Pxx,"Logical foundations of quantum mechanics; quantum logic (quantum-theoretic aspects) [See also 03G12,",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P13,81,81Pxx,Contextuality in quantum theory,Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P15,81,81Pxx,"Quantum measurement theory, state operations, state preparations",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P16,81,81Pxx,"Quantum state spaces, operational and probabilistic concepts",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P17,81,81Pxx,Quantum entropies,Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P18,81,81Pxx,"Quantum state tomography, quantum state discrimination",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P20,81,81Pxx,Stochastic mechanics (including stochastic electrodynamics),Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P40,81,81Pxx,"Quantum coherence, entanglement, quantum correlations",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P42,81,81Pxx,"Entanglement measures, concurrencies, separability criteria",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P43,81,81Pxx,Quantum discord,Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P45,81,81Pxx,"Quantum information, communication, networks (quantum-theoretic aspects) [See also 94A15, 94A17]",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P47,81,81Pxx,"Quantum channels, fidelity [See also 94A40]",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P48,81,81Pxx,"LOCC, teleportation, dense coding, remote state operations, distillation",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P50,81,81Pxx,"Quantum state estimation, approximate cloning",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P55,81,81Pxx,"Special bases (entangled, mutual unbiased, etc.)",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P65,81,81Pxx,Quantum gates,Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P68,81,81Pxx,"Quantum computation [See also 68Q09] {For algorithmic aspects, see 68Q12}",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P70,81,81Pxx,Quantum coding (general),Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P73,81,81Pxx,Computational stability and error-correcting codes for quantum computation and communication processing,Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P94,81,81Pxx,Quantum cryptography (quantum-theoretic aspects) [See also 94A60],Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81P99,81,81Pxx,"None of the above, but in this section",Quantum theory,"Foundations, quantum information and its processing, quantum axioms, and"
81Q05,81,81Qxx,"Closed and approximate solutions to the Schrödinger, Dirac, Klein-Gordon and other equations of quantum",Quantum theory,General mathematical topics and methods in quantum theory
81Q10,81,81Qxx,"Selfadjoint operator theory in quantum theory, including spectral analysis",Quantum theory,General mathematical topics and methods in quantum theory
81Q12,81,81Qxx,Nonselfadjoint operator theory in quantum theory including creation and destruction operators,Quantum theory,General mathematical topics and methods in quantum theory
81Q15,81,81Qxx,Perturbation theories for operators and differential equations in quantum theory,Quantum theory,General mathematical topics and methods in quantum theory
81Q20,81,81Qxx,"Semiclassical techniques, including WKB and Maslov methods applied to problems in quantum theory",Quantum theory,General mathematical topics and methods in quantum theory
81Q30,81,81Qxx,"Feynman integrals and graphs; applications of algebraic topology and algebraic geometry [See also 05Cxx,",Quantum theory,General mathematical topics and methods in quantum theory
81Q35,81,81Qxx,"Quantum mechanics on special spaces: manifolds, fractals, graphs, lattices [See also 81R20]",Quantum theory,General mathematical topics and methods in quantum theory
81Q37,81,81Qxx,"Quantum dots, waveguides, ratchets, etc. [See also 82D20, 82D77]",Quantum theory,General mathematical topics and methods in quantum theory
81Q40,81,81Qxx,Bethe-Salpeter and other integral equations arising in quantum theory,Quantum theory,General mathematical topics and methods in quantum theory
81Q50,81,81Qxx,Quantum chaos [See also 37D45],Quantum theory,General mathematical topics and methods in quantum theory
81Q60,81,81Qxx,Supersymmetry and quantum mechanics,Quantum theory,General mathematical topics and methods in quantum theory
81Q65,81,81Qxx,"Alternative quantum mechanics (including hidden variables, etc.)",Quantum theory,General mathematical topics and methods in quantum theory
81Q70,81,81Qxx,"Differential geometric methods, including holonomy, Berry and Hannay phases, Aharonov-Bohm effect, etc.",Quantum theory,General mathematical topics and methods in quantum theory
81Q80,81,81Qxx,"Special quantum systems, such as solvable systems",Quantum theory,General mathematical topics and methods in quantum theory
81Q93,81,81Qxx,Quantum control,Quantum theory,General mathematical topics and methods in quantum theory
81Q99,81,81Qxx,"None of the above, but in this section",Quantum theory,General mathematical topics and methods in quantum theory
81R05,81,81Rxx,"Finite-dimensional groups and algebras motivated by physics and their representations [See also 20C35,",Quantum theory,Groups and algebras in quantum theory
81R10,81,81Rxx,"Infinite-dimensional groups and algebras motivated by physics, including Virasoro, Kac-Moody, W -algebras",Quantum theory,Groups and algebras in quantum theory
81R12,81,81Rxx,"Groups and algebras in quantum theory and relations with integrable systems [See also 17Bxx, 37J35]",Quantum theory,Groups and algebras in quantum theory
81R15,81,81Rxx,"Operator algebra methods applied to problems in quantum theory [See also 46Lxx, 81T05]",Quantum theory,Groups and algebras in quantum theory
81R20,81,81Rxx,"Covariant wave equations in quantum theory, relativistic quantum mechanics [See also 81Q35]",Quantum theory,Groups and algebras in quantum theory
81R25,81,81Rxx,Spinor and twistor methods applied to problems in quantum theory [See also 32L25],Quantum theory,Groups and algebras in quantum theory
81R30,81,81Rxx,Coherent states [See also 22E45]; squeezed states in quantum theory [See also 81V80],Quantum theory,Groups and algebras in quantum theory
81R40,81,81Rxx,Symmetry breaking in quantum theory,Quantum theory,Groups and algebras in quantum theory
81R50,81,81Rxx,"Quantum groups and related algebraic methods applied to problems in quantum theory [See also 16T20,",Quantum theory,Groups and algebras in quantum theory
81R60,81,81Rxx,Noncommutative geometry in quantum theory,Quantum theory,Groups and algebras in quantum theory
81R99,81,81Rxx,"None of the above, but in this section",Quantum theory,Groups and algebras in quantum theory
81S05,81,81Sxx,Commutation relations and statistics as related to quantum mechanics (general),Quantum theory,General quantum mechanics and problems of quantization
81S07,81,81Sxx,"Uncertainty relations, also entropic",Quantum theory,General quantum mechanics and problems of quantization
81S08,81,81Sxx,Canonical quantization,Quantum theory,General quantum mechanics and problems of quantization
81S10,81,81Sxx,"Geometry and quantization, symplectic methods [See also 53D50]",Quantum theory,General quantum mechanics and problems of quantization
81S20,81,81Sxx,Stochastic quantization,Quantum theory,General quantum mechanics and problems of quantization
81S22,81,81Sxx,"Open systems, reduced dynamics, master equations, decoherence [See also 82C31]",Quantum theory,General quantum mechanics and problems of quantization
81S25,81,81Sxx,Quantum stochastic calculus,Quantum theory,General quantum mechanics and problems of quantization
81S30,81,81Sxx,"Phase-space methods including Wigner distributions, etc. applied to problems in quantum mechanics",Quantum theory,General quantum mechanics and problems of quantization
81S40,81,81Sxx,"Path integrals in quantum mechanics [See also 58D30, 81Q30, 81T18]",Quantum theory,General quantum mechanics and problems of quantization
81S99,81,81Sxx,"None of the above, but in this section",Quantum theory,General quantum mechanics and problems of quantization
81T05,81,81Txx,Axiomatic quantum field theory; operator algebras,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T08,81,81Txx,Constructive quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T10,81,81Txx,Model quantum field theories,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T11,81,81Txx,Higher spin theories,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T12,81,81Txx,Effective quantum field theories,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T13,81,81Txx,"Yang-Mills and other gauge theories in quantum field theory [See also 53C07, 58E15]",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T15,81,81Txx,Perturbative methods of renormalization applied to problems in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T16,81,81Txx,Nonperturbative methods of renormalization applied to problems in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T17,81,81Txx,Renormalization group methods applied to problems in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T18,81,81Txx,Feynman diagrams,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T20,81,81Txx,Quantum field theory on curved space or space-time backgrounds,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T25,81,81Txx,Quantum field theory on lattices,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T27,81,81Txx,Continuum limits in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T28,81,81Txx,Thermal quantum field theory [See also 82B30],Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T30,81,81Txx,"String and superstring theories; other extended objects (e.g., branes) in quantum field theory [See also 83E30]",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T32,81,81Txx,Matrix models and tensor models for quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T33,81,81Txx,Dimensional compactification in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T35,81,81Txx,"Correspondence, duality, holography (AdS/CFT, gauge/gravity, etc.) [See also 83E05]",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T40,81,81Txx,"Two-dimensional field theories, conformal field theories, etc. in quantum mechanics",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T45,81,81Txx,"Topological field theories in quantum mechanics [See also 57R56, 58Dxx]",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T50,81,81Txx,Anomalies in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T55,81,81Txx,Casimir effect in quantum field theory,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T60,81,81Txx,Supersymmetric field theories in quantum mechanics,Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T70,81,81Txx,Quantization in field theory; cohomological methods [See also 58D29],Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T75,81,81Txx,"Noncommutative geometry methods in quantum field theory [See also 46L85, 46L87, 58B34]",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81T99,81,81Txx,"None of the above, but in this section",Quantum theory,Quantum field theory; related classical field theories [See also 70Sxx]
81U05,81,81Uxx,"2-body potential quantum scattering theory {For WKB methods, see also 34E20}",Quantum theory,"Quantum scattering theory [See also 34A55, 34L25, 34L40, 35P25, 47A40]"
